id,Title,Content,original_tv_station_address,_original_tv_station_address,archive_1_name,_archive_1_name,archive_1_url,_archive_1_url,archive_2_name,_archive_2_name,archive_2_URL,_archive_2_URL,station_on_air_date,_station_on_air_date,station_off_air_date,_station_off_air_date,Visual,_Visual,Audio,_Audio,height_from_average_terrain,_height_from_average_terrain,height_from_ground,_height_from_ground,channel_code,_channel_code,archive_name,city,url,timeline,state,original_address,geo_address,geo_date,geo_longitude,geo_latitude,tower_power_statistics,_tower_power_statistics,station_power,_station_power,_,_city,_city,_state,city name,_city name,_encloseme,_pingme,_wp_old_date
145,"(32) Site of the Atheneum, Atlanta’s first theatre.","<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz's Archival Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(32) Site of the Atheneum, Atlanta’s first theatre, built by James E. Williams, 1854-1855.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(North side Decatur St., East of Peachtree – two-thirds of distance to Pryor).</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,"(33) Tin and Sheet Metal Shop of Moses W. Formwalt, 1845-1850. ","<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz's Archival Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(33) Here stood the Tin and Sheet Metal Shop of Moses W. Formwalt – 1845-1850.  This block was then known as “Murrel’s Row”.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,(34) Engine House – Atlanta Volunteer Fire Co. No. 1,"<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz's Archival Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(34) Site of Engine House – Atlanta Volunteer Fire Co. No. 1, (organized March 24, 1851).  Building erected 1854.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Southwest corner railroad and Broad St.)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,"(35) The Atlanta Hotel, Atlanta’s first regular hostelry.","<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz's Archival Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(35) Site of the Atlanta Hotel, Atlanta’s first regular hostelry, operated by Dr. Joseph Thompson.  Erected 1846; destroyed by the Federal army in 1864.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,(36) Site of Old State Square,"<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz's Archival Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(36) The area bounded by Decatur, Pryor, Alabama Sts., and Central Avenue, was the old State Square, consisting of five acres, deeded to the State of Georgia by Samuel Mitchell, July 11, 1842.&nbsp; Here the terminus of the State Railroad was re-located, a temporary depot and a two-story house (Chief Engineer’s office) were erected.&nbsp; The name “Terminus” was dropped and Marthasville substituted, its charter granted Dec. 23, 1843.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Site of terminus of Western &amp; Atlantic R. R. and old Union passenger station.</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,"(37) Battlefield of Peachtree Creek - July 20, 1864","<!-- wp:paragraph -->
<p><span style=""text-decoration: underline;"">Wilbur Kurtz's Archival Description:</span></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(37) &nbsp;&nbsp;&nbsp;&nbsp; <span style=""text-decoration: underline;"">Battlefield of Peachtree Creek</span> – July 20, 1865.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Left of the line – Brig. Gen. Alpheus S. William’s div. of the Federal 20<sup>th</sup> Corps. The right extended westward toward Howell Mill Rd.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>These troops were assaulted by Walthall’s division of Stewart’s Corps (Confederate) – Cantey’s brigade of which moved against Robinson’s brigade at this point which formed, with Jones’ brigade of Geary’s division, a re-entrant angle in the Federal lines.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(On west side of North Side Drive – at summit of ridge north of Northfleet Road, where William’s breastworks are still visible)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><span style=""text-decoration: underline;"">Newspaper Description</span>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>37. Battlefield of Peachtree Creek. Federal position. East side Northside Drive between Northfleet and Mckinley Roads. (D-3)</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,"(38) Battlefield of Peachtree Creek - July 20, 1864","<!-- wp:paragraph -->
<p><span style=""text-decoration: underline;"">Wilbur Kurtz's Archival Description:</span></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(38)&nbsp;&nbsp;&nbsp;&nbsp; Flags Captured – Battlefield of Peachtree Creek – July 20, 1864.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; About 3:30 p.m., Gen. Geary posted the 33d New Jersey regiment on this hill as an outpost to his main line at Collier Road. Such was the suddenness of Loring’s onslaught that the 33d was overwhelmed and barely escaped capture. John E. Abernathy – 27<sup>th</sup> Alabama – seized the New Jersey State Flag, which was later carried into Atlanta and jubilantly displayed as a trophy.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>            (On high hill south of Collier Road – the hill is west of Tanyard Ranch and is crossed by a line of steel towers and power lines)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><span style=""text-decoration: underline;"">Newspaper Description:</span></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>38. Battlefield of Peachtree Creek. Point of assault on 33rd New Jersey Regiment by Confederates. South side Collier Road at power line steel tower. (D-3)</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,(39) Kyle's Corner,"<!-- wp:paragraph -->
<p><span style=""text-decoration: underline;"">Wilbur Kurtz Archival Description:</span></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(39)&nbsp;&nbsp;&nbsp;&nbsp; This site, known in early Atlanta history as Kyle’s Corner, was the location of a store owned and operated by Thomas Kyle. At the first Atlanta city election, held here Jan. 29, 1848, Moses H. Formwalt was elected Mayor and as Council Members: James A Collins, Benj. F. Bomar, Robt. W. Bullard, Anderson W. Walton, L. C. Simpson and Jonas S. Smith.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(On the William-Oliver Bldg. at Five Points)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><span style=""text-decoration: underline;"">Newspaper Description:</span></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>[NO DESCRIPTION]</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"(4) This area, formerly known as Oglethorpe Park, was the site of the Cotton Exposition of 1881.","<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Wilbur Kurtz's Archival Description</span></strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(4) This area, formerly known as Oglethorpe Park, was the site of the Cotton Exposition of 1881. While reporting the Exposition for the New York World, Walter Hines Page met Woodrow Wilson, then practising law in Atlanta. In 1913 President Wilson appointed Page Ambassador to the Court of St. James. The Exposition Cotton Mills were established here in 1882.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Southside Marietta st. at Alamo Ave. – just beyond steel bridge over R.R. at Howell Station)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Description:</span></strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,(41) Fulton County Court House,"<!-- wp:paragraph -->
<p><span style=""text-decoration: underline;"">Wilbur Kurtz's Archival Description:</span></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(41) Original structure of Fulton County Court House, erected on this site in 1881. Present edifice erected 1912 – 1914.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>            (Fulton County Court House)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><span style=""text-decoration: underline;"">Newspaper Description:</span></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>[NO DESCRIPTION]</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,"(5) Site of Atlanta’s first tannery and shoe factory, operated by J. C. Orme & Co.","<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Wilbur Kurtz's Archival Description</span></strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(5) Site of Atlanta’s first tannery and shoe factory, operated by J. C. Orme &amp; Co. The stream, formerly in this valley, was known as Tanyard Branch.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Northeast corner, Toolwood Drive and Simpson St.)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Description:</span></strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,(52) Peachtrees fork at Baker St.,"<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Wilbur Kurtz’s Archival Description</span></strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p> (52) Here, May 1, 1886, Jefferson Davis, President of the Southern Confederacy, spoke at the ceremonies incident to the unveiling of the marble statue of Senator Benj. H. Hill The statue was later removed to the State Capitol. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Where the Peachtrees fork at Baker St.) </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Description:</span></strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,(53) The Senator Benj. H. Hill Residence,"<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Wilbur Kurtz’s Archival Description</span></strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(53) On this site stood the residence of Senator Benj. H. Hill, where he died, Aug. 16, 1882. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(on the store bldg. next north of Capitol City Club) </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Description:</span></strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,(54) Angier’s Academy,"<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Wilbur Kurtz’s Archival Description</span></strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(54) Site of Angier’s Academy, 1847; also site of the Holland Free school, 1852-1858 – the first public school established in Atlanta. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Southwest corner, Forsyth &amp; Cornett Sts.) </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Description:</span></strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,(55) Ezra church,"<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Wilbur Kurtz’s Archival Description</span></strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(55) Here stood the little frame edifice known as Ezra church-M. E. Church, South- on a half acre plot deeded by James and Nancy Coursey to the trustees, Oct. 31, 1853. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>On July 28, 1864, Brig. Con. C. E. Woods division, constituting the left of the Federal 15<sup>th</sup> corps, occupied a position just east and south of this site. In the battle, Col. Hugo Wangelair’s brigade fought from behind a barricade of benches removed from the church.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The battle – named for the church – was Gen. Hood’s third attempt to checkmate Sherman’s drive upon Atlanta. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Southeastern corner of Moseley Park. On July 28, 1937 the Margaret A. Wilson Chapter, Children of the Confederacy, unveiled a temporary board marker with the above inscription on it, at the church site. They promise to permanently mark the site with a boulder and a bronze tablet in the near future.)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Description:</span></strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,(56) Battlefield of Ezra Church,"<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Wilbur Kurtz’s Archival Description</span></strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(56) Battlefield of Ezra Church – July 28,1864. From this vicinity on this the old Lick Skillet road, the Confederate troops of Brown’s and Clayton’s divisions of Lt. Gen. Stephen D. Lee’s Corps and later, Walthall’s division of Lt. Gen. Alexander P. Stewart’s Corps, advanced to attack the Federal 15<sup>th</sup> Corps posted on the ridge northward. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>After repeated assaults, which failed to dislodge the enemy, the Confederate forces withdrew via Gordon Road to the city fortifications.This was Gen. Hood’s third attempt to halt Sherman’s drive upon Atlanta. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Where Anderson Avenue Joins Gordon Road. This is at the northern border of West View Cemetery.) </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Description:</span></strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,(57) Southeast Corner of Oakland Cemetery,"<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Wilbur Kurtz’s Archival Description</span></strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(57) This six acre tract in the southeast corner of Oakland Cemetery was purchased by the City of Atlanta June 6, 1850, and established as a cemetery. Some years later, additions were made, the present area comprising some 85 acres. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(On the Oakland Cemetery wall, northeast corner Fair Street and Oakland Ave.) </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Description:</span></strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,(58) Walton Springs,"<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Wilbur Kurtz’s Archival Description</span></strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(58) Site of Walton Springs, a noted resorts in the 1950s – scene of public gatherings and political rallies. Once the property of lee Walton, for whom Walton St. was named. Spring St. was so named because it led to the spring. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Northwest corner, Spring and Williams St. (Williams was formerly known as James St.) The spring was in the low ground now used for a parking lot.) </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Description:</span></strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,(59) Atlanta’s First City Hall,"<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Wilbur Kurtz’s Archival Description</span></strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(59) Site of Atlanta’s first City Hall – 1853-1883. Used jointly by the Fulton County Courts. During the occupation of Atlanta by Federal troops, Sept, Nove, 1864, the 2d Mass. Regiment, constituting the Provost Guard, camped in temporary structures in the park. From here, Sept. 6, 1864, went forth the notice to the civilian populace to assemble for registration and eviction from the city. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Yard of State Capitol) </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Description:</span></strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"(6) At or near this site, James J. Andrews, leader of the celebrated Andrews Railroad Raid, was executed as a spy, June 7th, 1862, and was buried near the scaffold.","<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Wilbur Kurtz's Archival Description</span></strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(6) At or near this site, James J. Andrews, leader of the celebrated Andrews Railroad Raid, was executed as a spy, June 7<sup>th</sup>, 1862, and was buried near the scaffold. In April, 1887, his remains were removed to the National Cemetery at Chattanooga, Tenn.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Any one of the four corners – Juniper and Third Sts.)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Description:</span></strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,(60) Atlanta’s first Fair Grounds,"<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Wilbur Kurtz’s Archival Description</span></strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(60) Site of Atlanta’s first Fair Grounds – The road thereto being known as Fair Street. The first fair was held here in 1850 by the South Central Agricultural Society. A Confederate Hospital was located here in 1863-1864. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Fair Street School – Fair St. S.E.)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Description:</span></strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,(61) Tanyard Branch - Battlefield of Peachtree Creek,"<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Wilbur Kurtz’s Archival Description</span></strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(61) Tanyard Branch – Battlefield of Peachtree Creek&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>100 feet down stream stood Collier’s Hill. On the ridge adjacent and astride the branch was posted Con. (afterward President) Benjamin Harrison’s brigade, Ward’s Division, Federal 20<sup>th</sup> Corpe, which defended this position against the assault of the Confederate forces of Maj. Gen. Loring’s Div. of Stewart’s Corps - July 20, 1864.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(On bridge over Tanyard Branch – Collier Road. Tablet to be affixed to pipe rail of bridge or emplaced on stone at west end of bridge – in any event, it must be placed so the reader of same faces downstream)&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Description:</span></strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,(62) Battlefield of Peachtree Creek,"<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Wilbur Kurtz’s Archival Description</span></strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(62) Battlefield of Peachtree Creek – July 20, 1864 </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>On this ridge was posted the left of Brig. Gen. John W. Geary’s Div. of the federal 20<sup>th</sup> Corps, consisting of the 73d, 109<sup>th</sup>, and 147<sup>th</sup> Pennsylvania Rgts. . . the 60<sup>th</sup>. And 119<sup>th</sup> New York Rgts. In support of Aleshire’s artillery. The right of the division was across the ravine northward. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>After a severe conflict, they repulsed the vigorous assaults of Featherston’s and Scott’s brigades of Loring’s division, Stewart’s Corps. Geary’s division fought at Gettysburg. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Roadside marker – Collier Road – north side of same – in front of vacant lot just west of the John Mangham place – a white brick house west of Tanyard Branch) </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Description:</span></strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,(63) Site of Washington Hall,"<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz’s Archival Description</strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(63) Site of Washington Hall, a hotel of the late 40s erected by Capt. James Loyd. Later purchased by William Markham, seventh mayor of Atlanta, and operated by him until the capture of the city by Federal forces in 1864. Mr. Markham erected a hotel on this site in 1875 which was destroyed by fire in 1896.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Sept. 22, 1877, President Rutherford B. Hayes addressed a large crowd of citizens from the front of the Markham House.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>            (On Central Avenue at the food of Wall St. Viaduct on front of a large brick building)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,(64) Site of Atlanta’s first Rolling Mill,"<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz’s Archival Description</strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(64) Site of Atlanta’s first Rolling Mill, established 1857. Operated by Lewis Sohofield after Jan. 1, 1858, William Markham, associate.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Here armor-plate for the Confederate Navy was manufactured, including the sheathing for the celebrated iron-clad Merrimac.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The Mill was destroyed by Confederate authorities when Atlanta was abandoned, Sept. 1, 1864</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Directly across Boulevard, S.E. from the Fulton Bag &amp; Cotton Mill in the area now occupied by a coal yard)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,(65) Site of the Synagogue of the Hebrew Benevolent Congregation – 1875-1902.,"<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz’s Archival Description</strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(65) Site of the Synagogue of the Hebrew Benevolent Congregation – 1875-1902.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; (Southeast corner, Forsyth and Garnett Sts.)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,"(66) Battlefield of Peachtree Creek – July 20, 1864","<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz’s Archival Description</strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(66) Battlefield of Peachtree Creek – July 20, 1864</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The Hiram H Embry Plantation – a conspicuous locality during the battle. Reynolds brigade, the left of Walthall’s division, Stewart’s Corps, swept across this ground, northeastward, to assault William’s division of the Federal 20<sup>th</sup> Corps posted above Northfleet Rd.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Near this spot was killed Maj. W. C. Preston of S. Carolina, while supervising the placement of Selden’s battery.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>            (Southwest corner Collier Rd. and Howell Mill Road)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,"(67) Site of old Mt. Zion Church - Battlefield of Peachtree Creek, July 20, 1864","<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz’s Archival Description</strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(67) Site of old Mt. Zion Church - Battlefield of Peachtree Creek, July 20, 1864</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Advanced position of Confederate skirmish line just before the battle. Here Reynold’s div. of Stewart’s Corps deployed for the assault against William’s div. of the Federal 20<sup>th</sup> Corps.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Burial place of Hiram H. Embry, whose plantation was contiguous and Sergt. Wm. R. Moore of Wheeler’s Cavalry, killed three days before the battle.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; (In the yard of North Side Park Baptist Church No. 1877 Howell Mill Road, N.W.)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,(68) Site of Gen. Ira R. Foster’s house,"<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz’s Archival Description</strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(68) Site of Gen. Ira R. Foster’s house, occupied as headquarters by Lt. Gen. Alexander P. Stewart during the battle of Peachtree Creek, July 20, 1264.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(This site is on City Property – east side Howell Mill Road and some 200 or 300 ft. south of Bishop St., between the public sidewalk and a two story red brick building used by the Atlanta Water Works. The immediate site is a grassy plot.)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
