id,Title,Content,original_tv_station_address,_original_tv_station_address,archive_1_name,_archive_1_name,archive_1_url,_archive_1_url,archive_2_name,_archive_2_name,archive_2_URL,_archive_2_URL,station_on_air_date,_station_on_air_date,station_off_air_date,_station_off_air_date,Visual,_Visual,Audio,_Audio,height_from_average_terrain,_height_from_average_terrain,height_from_ground,_height_from_ground,channel_code,_channel_code,archive_name,city,url,timeline,state,original_address,geo_address,geo_date,geo_longitude,geo_latitude,tower_power_statistics,_tower_power_statistics,station_power,_station_power,_,_city,_city,_state,city name,_city name,_encloseme,_pingme,_wp_old_date
377,"(69) Battlefield of Peachtree Creek – July 20, 1864","<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz’s Archival Description</strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(69) Battlefield of Peachtree Creek – July 20, 1864</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>About 2:00 p.m. the troops of Brig. Gen. John Newton’s div. of the Federal 4<sup>th</sup> Corps, having crossed Peachtree Creek, took position on this hill-top - Blake’s brigade east of Peachtree Rd. – Kimball’s brigade west – Goodspeed’s and Spencer’s batteries in the road, and Bradley brigade in the rear of the artillery.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Here they were attacked about 4:30 p.m. by Bate’s, Walker’s and Maney’s divisions of Hardee’s Corps. Bate’s attack east of the road began the battle of Peachtree Creek.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(S.E. or N.E. corner Peachtree and Brighton Roads. The markers on Spalding place nearby are wrongly placed. Howell’s battery could not have been there with an entire Federal division on that hill; I carefully explained this to the late Clark Howell – to his satisfaction)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,(7) The old Richard C. Todd home,"<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Wilbur Kurtz's Archival Description</span></strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(7) The old Richard C. Todd home – place – established 1822 and still occupied by his descendants. The oldest continuous home of one family in Atlanta. The original house was destroyed by fire in 1911. The family cemetery is on a hill in rear of the house.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(816 Greenwood Avenue, N.E.)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Description:</span></strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,"(70) Battlefield of Peachtree Creek – July 20, 1864","<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz’s Archival Description</strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(70) Battlefield of Peachtree Creek – July 20, 1864</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The Andrew J. Collier house, a part of which was standing during the battle. A short distance southwest of it. Brig. Gen. Clement H. Stevens, commanding a brigade in walker’s div. of Hardee’s Corps, was killed while leading his brigade into the battle.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; (In yard of the white house at the southwest corner of Peachtree and Collier Roads)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,"(71) Near this point Mayor James M. Calhoun and a committee of citizens made formal surrender of the city to Col John Coburn of the Federal 20th Corps, Sept. 2, 1864.","<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz’s Archival Description</strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(71) Near this point Mayor James M. Calhoun and a committee of citizens made formal surrender of the city to Col John Coburn of the Federal 20<sup>th</sup> Corps, Sept. 2, 1864.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Shortly after, the 20<sup>th</sup> Corps troops entered the city via Marietta St. and took possession of the City Hall.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Where Curran St. joins Marietta St…. several blocks above point where Bankhead highway joins Marietta St.)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,(72) Loring’s Hill,"<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz’s Archival Description</strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(72) Loring’s Hill – Position of Maj. Gen. William W. Loring’s div. of Stewart’s Corps (Confederate), afternoon of July 20, 1864. From this line Loring’s troops moved northward to attack the Federal Gen. Geary’s division at Collier Road.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(The high hill east of North Side Drive between Bishop Street and the Seaboard RR. This is in Land Lot 147 of the 17<sup>th</sup> Dist.- Fulton County. The breastworks still crown the summit of this hill)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->",,field_52fce6b357fd3,,field_52fce6f757fd4,,field_52fce71557fd5,,field_52fce74757fd6,,field_52fce75e57fd7,,field_52fce77f57fd8,,field_52fce79b57fd9,,field_5397f9c2e00a4,,field_52fce7dc57fda,,field_5397fdad318ec,,field_5397f9d0e00a5,,field_53993e5702092,,,,,,,,,,,,,,,,,,,,,,,
1038,(73) The House of Three Flags,"<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz Archival Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The Huff House- Erected 1855. Headquarters of Maj. T. R. Hotchkiss, Artillery battalion commander of Hardee’s Corps – Confederates., July 18-20, 1861. Occupied by Federal officers during siege of Atlanta – protected from destruction by the hoisting of a British Flag. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(70 Huff Road. Leave Marietta St. via steel bridge that carries Marietta Ca., interurban line over the W &amp; A RR. - turn right into Huff Road at the end of the bridge) </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>[No Description]</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,(74) Site of the Ephriam G. Ponder House,"<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz Archival Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>A conspicuous building that stood on the line of eighty fortifications during the siege of Atlanta, July 22d – August 25<sup>th</sup>, 1864. A brick structure that hot shot failed to burn, but a battered ruin from the Federal artillery at 8<sup>th</sup> St. Here was posted Capt. Wm. C. Jeffress Nottoway Virginia, artillery. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Hilltop bounded by Ponder Ave., Oxford St., Third St. And Guyton St.) </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>[No Description]</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,(75) Site of Fort Hood,"<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz Archival Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>northwestern salient of the city fortifications during the siege of Atlanta, July 22d – Aug. 25<sup>th</sup>, 1864. Here was posted Capt. S. L. Barry’s battery.  </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(At Fort Hood Place, immediately north of Marietta St. Just above where Bankhead Highway joins. The hill where the fort was has been out through by Fort Hood Place – For no good reason – and all traces of the fort have disappeared)&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>[No Description]</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,(76) Site of Old State Street School,"<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz Archival Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>This eminence was crowned by a fort in the line of city fortifications during the siege of Atlanta, July 22d – Aug. 25<sup>th</sup>, 1864. Here was posted Capt. Alcide Bouanchaud’s Pointe  Coupee (Louisians) artillery, attached to Stewart’s Corps. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(North side Wallac St. - west of state)&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>[No Description]</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,(77) Site of one of the Forts in the line of city defense works during the siege of Atlanta,"<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz Archival Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>July 22d – Aug 25<sup>th</sup>, 1864. Here was posted Capt. Overton W. Barret’s Missouri battery.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(This is the high hill south of Bankhead Highway viaduct over Railroad)&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>282 Moreland Ave., S. E Koch Residence. Leggett's Hall. A crucial point in the Battle of Atlanta. See bronze tablet on gate post.</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,(78) Site of Willis Carlisle's Store - 1845,"<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz Archival Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Site of the famous Trout House, one of Atlanta’s best known antebellum hotels, erected by Jeremiah F. Trout, 1855. Destroyed when Federal troops burned Atlanta, Nov. 14<sup>th</sup>, 1864. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Northeast corner Pryor &amp; Decatur Sts. - wall of the 10 Pryor St. Bldg.) </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description: </strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>[No Description] </p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,"(79) Leggetts Hill. July 20, 1864.","<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz Archival Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Wheeler’s Cavalry, C.S.A. defended this against Gresham’s div. Of the Federal 17<sup>th</sup> Corps, moving from Decatur. July 21, Cleburne’s div. Of Hardee’s Corps, having relieved Wheeler, was forced to withdraw to the city defenses following an assault by Leggett’s division of the 17<sup>th</sup> Corps.  </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>July 22, the 17<sup>th</sup> Corps defended this hill against Cleburne’s and Maney’s divisions of Hardee’s Corps and Stevenson’s div. Of Cheatham’s Corps. The conflict was waged throughout the afternoon at this, the key position and the storm-center of the Battle of Atlanta.&nbsp;&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>[No Description]</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,(8) Davis Street School,"<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Wilbur Kurtz's Archival Description</span></strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(8) Davis Street School. Established in 1887. Former site of City Powder Magazine.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Westside of Davis Street, between Spencer and Thurmond Sts, N.W.)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Description:</span></strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,"(80) A point in the city defense works during the siege of Atlanta, July 22d – Aug. 25th, 1864.","<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz Archival Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>This sector was occupied by Ector’s brigade, French’s div. Of Stewart’s Corps. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>On the hill-top was located Ward’s Alabama battery of Storr’s artillery battalion.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>July 27, a Federal shell exploded over the battery – mortally wounded Capt. John J. Kard and inflicted a wound in the left leg of Brig. Gen. Matthew D. Ector, rendering amputation necessary.  </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>[No Description]</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,"(81) This point, at the left of the Federal Army of the Tennessee","<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz Archival Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>closing in on Atlanta was intrenched and occupied night of July 21<sup>st</sup>, 1864, by Smith’s, formerly Gresham’s div. Of the 17<sup>th</sup> Corps.&nbsp;&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>At 1:00 P.M, July 22, Cleburne’s and Maney’s divisions of Hardee’s Corps, moving up Flat Shoals road, attacked the flank of Smith’s division here, capturing the 16<sup>th</sup> Iowa regt. Of Hall’s (3d) brigade and 2 guns of Battery F, 2d Illinois Light Artillery.&nbsp;&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>After a severe contest, Smith’s div. Was driven northward and re-formed on the south slope of Leggett’s Hill. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(on a grass plot – Texaco Filling Station – Glernwood &amp; Flat Shoals Ave.) </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>[No Description]</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,(82) Lt. Gen. John B. Hood's Headquarters,"<!-- wp:paragraph -->
<p><strong>Wilbur Kurtz Archival Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>On this site Lt. Gen. John B. Hood, commanding the Army of Tennessee had his headquarters from July 25 to Sept. 1, 1864, during the siege of Atlanta by Federal forces.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Southeast corner – Whitehall and Old Hood St., now Eugenia St. Filling station occupies this site at present)&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Newspaper Description:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>[No Description]</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,(83) Capt. John B. Rowan Fort,"<!-- wp:paragraph -->
<p>Site of a fort in the line of city defense works during the siege of Atlanta, July 22d - Aug 25th, 1866. Here was posted Capt. John B. Rowan’s battery of Maj. John w. Johnston’s artillery battalion of Stevenson’s div., Cheathams, later Lee’s Corps.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Georgian Terrace Hotel or Shrine Mosque)</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,(84) First Fulton County Jail,"<!-- wp:paragraph -->
<p>Site of the first Fulton County Jail - erected 1855; destroyed by the Federal army, Nov. 1865. It was a&nbsp; two story brick structure 45 by 50 ft., surrounded by a high board fence.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Here were imprisoned 21 Andrews Raiders in 1862. On June 18 seven of them were executed at southeast corner of Fair st. and S. Park Ave. On Oct. 16th, eight escaped; the remaining six were sent to Richmond and exchanged.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>A second jail occupied this site after the war, until 1897.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Northeast corner - Fair St. and Fraser St. North line of jail lot on prolongation of Cravens Alley. East line of lot, Kingsley St,</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/20/2022
1043,(85) Storr’s school,"<!-- wp:paragraph -->
<p>Site of Storr’s school (colored). This was a large frame structure built by the Confederate Government on the Candler Bldg. site, for a commissary office. Removed to this site after war and occupied as a school until 1923.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(here Fair st. crosses Peters st.)</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,(87) Humburg square,"<!-- wp:paragraph -->
<p>This area, bounded by Alabama, Pryor. Whitehall and the railroad was known in the late ‘60s and ‘70s as Humburg square. It was largely vacant property and was rented to traveling circuses, medicine shows and auctioneers with dubious merchandise.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Locality sufficiently indicated in text of tablet)</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,(88) Route taken by Lt. Gen. Hardee’s Corps,"<!-- wp:paragraph -->
<p>Route taken by Lt. Gen. Van. J. Hardee’s Corps and Maj. Gen. Joseph Wheeler’s Cavalry on its flanking march to the rear of McPherson's Army of the Tennessee, night of July 21, 1864, which resulted in the Battle of Atlanta on the 22d</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Same route was taken by Stewart’s Corps when Atlanta was evacuated, Sept. 1st, 1864.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>A portion of Sherman’s Army, moving into the city from Jonesboro, came in on this road.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Capitol Ave - some conspicuous place near Capital - State Highway Bldg. for instance)</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/20/2022
1026,(89) Federal Siege Lines,"<!-- wp:paragraph -->
<p>Federal siege lines crossed Marietta St. at or near this point, during operations against the city by Sherman’s Army. July 22d, - Aug. 25th, 1864</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Intersection of Brady Ave. and Marietta St.)</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/20/2022
1016,(9) Site of Patrick Lynch’s rock quarry,"<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Wilbur Kurtz's Archival Description</span></strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(9) Site of Patrick Lynch’s rock quarry, where much of the stone for early Atlanta buildings was obtained.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Davis St. Steam Plant – Georgia Power Co.)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Description:</span></strong></p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,(90) First Federal Shell,"<!-- wp:paragraph -->
<p>Near this spot, July 22d, 1864, the first Federal shell fired into the city killed a small child.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Southwest corner - Ivy &amp; Ellis Sts.)</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/20/2022
1035,(91) Pine Tree and Signal,"<!-- wp:paragraph -->
<p>At or near this site stood a tall pine tree used as a single station by the Federal 15th Corps during the Battle of Atlanta, July 22d, 1864.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(In yard of Fire Station No. 12 - Northwest corner DeKalb Ave. and Moreland Ave.)</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,(92) Capt. James A. Hoskins Fort,"<!-- wp:paragraph -->
<p>Site of a fort in line of City defense works during siege of Atlanta, July 22d - Aug, 25th, 1864. Occupied by Capt. James A. Hoskins Mississippi battery, supported by infantry of French’s div., Stewart’s Corps.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>From this point extended, in a southwesterly direction, an additional line of fortifications constructed July 28th for the protection of the two railroads entering the city from West Point and Macon.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Northeast corner Ashby and Fair Sts., S.W.)</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,(93) James Austin Jett House,"<!-- wp:paragraph -->
<p>House site of the pioneer settler, James Austin Jett - 1824. Site of a fort in line of city defense works during siege of Atlanta, July 22d - Aug. 25th, 1864. Occupied by Capt. Henry Cuibor’s Missouri battery, Storr’s artillery battalion, supported by infantry of Stewart's Corps.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Hill- top west side of Chestnut St., between West Pamter St. and Carter St.)</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,(94) Joseph B. Jennings House,"<!-- wp:paragraph -->
<p>Site of the Joseph B. Jennings House - Maj. Gen. Samuel C. French’s head- quarters during the siege of Atlanta, July 22 - Aug. 25, 1864, Gen. French commanded a division in Stewart’s Corps.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Southeast corner Fair and Chestnut - about 100 feet south of Fair - east side of Chestnut. This is across Chestnut from More-house College Campus)</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,(95) Headquarters of Generals Hardee and Bate,"<!-- wp:paragraph -->
<p>Approximate site of the headquarters of the confederate Generals Hardee and Bate during the battle of Peachtree Creek, July 20, 1864.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(Intersection of 16th and Mecaslin Sts. - old Konts farm)</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,(96) Howard House,"<!-- wp:paragraph -->
<p> Site of the Augustus F. Hurt House - erroneously called the Howard house. Built 1858. Gen. W. T. Sherman’s headquarters during battle of Atlanta, July 22, 1864. Gen. McPherson’s body was brought to this house shortly after his death on the battlefield in East Atlanta.</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,(97) DeGress' Battery,"<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Wilbur Kurtz's Archival Description</span></strong>:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(97) DeGress' Batter - Position of Battery H, 1st Illinois Light Artillery, commanded by Capt. Francis DeGress - July 22d, 1864. This battery was captured by the confederate forces of Manigault's brigade, Hindman's Div., Cheatham's Corps - late re-taken by infantry of the 15th and 16th Corps.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(DeGress Ave. - west side of street - at the top of the grade where street turns to right)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Description:</span></strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Position of Battery H. 1st. Illinois Light Artillery commanded by Captain Francis De Gress - July 22, 1864.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(De Gress Ave. N.E., Just north of DeKalb Avenue.) (F-6)</p>
<!-- /wp:paragraph -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,(97) DeGress' Battery,"<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Atlanta Chamber of Commerce</span></strong> Page 17</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Position of Battery H, 1st Illinois Light Artillery, commanded by Capt. Francis DeGress - July 22d, 1864. This battery was captured by the confederate forces of Manigault's brigade, Hindman's Div., Cheatham's Corps - late re-taken by infantry of the 15th and 16th Corps.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(DeGress Ave. - west side of street - at the top of the grade where street turns to right)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong><span style=""text-decoration: underline;"">Newspaper Publication Text</span></strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>De Gress' Battery - Position of Batter H, 1st Illinois Light Artillery commanded by Captain Francis De Gress - July 22, 1864. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>(DeGress Ave. N.E., just north of DeKalb Ave.) (F-6)</p>
<!-- /wp:paragraph -->",,field_52fce6b357fd3,,field_52fce6f757fd4,,field_52fce71557fd5,,field_52fce74757fd6,,field_52fce75e57fd7,,field_52fce77f57fd8,,field_52fce79b57fd9,,field_5397f9c2e00a4,,field_52fce7dc57fda,,field_5397fdad318ec,,field_5397f9d0e00a5,,field_53993e5702092,,,,,,,,,,,,,,,,,,,,,,,
